PPid	species_name	UPID	isRP	clusters	in_fasta
pp339	Xanthomonas campestris	UP000325964	f	4183	77
pp339	Xanthomonas campestris	UP000259848	f	4076	77
pp339	Xanthomonas campestris	UP001149222	f	4120	75
pp339	Xanthomonas campestris	UP001302579	f	4000	73
pp339	Xanthomonas campestris	UP001139784	f	4067	73
pp339	Xanthomonas campestris	UP000694052	f	4142	72
pp339	Xanthomonas campestris	UP001198109	f	4066	70
pp339	Xanthomonas campestris	UP001302053	f	4079	69
pp339	Xanthomonas campestris	UP000521779	f	4127	68
pp339	Xanthomonas campestris	UP001302433	f	4056	67
pp339	Xanthomonas campestris	UP000000420	f	4167	67
pp339	Xanthomonas campestris	UP001302337	f	4022	65
pp339	Xanthomonas campestris	UP001305623	f	4057	60
pp339	Xanthomonas campestris	UP001146356	f	4033	60
pp339	Xanthomonas campestris	UP001213462	f	4168	59
pp339	Xanthomonas campestris	UP001214677	f	4037	55
pp339	Xanthomonas campestris	UP000050151	f	4185	55
pp339	Xanthomonas campestris	UP001449695	f	4083	53
pp339	Xanthomonas campestris	UP001301784	f	3968	53
pp339	Xanthomonas campestris	UP001302654	f	4057	52
pp339	Xanthomonas campestris	UP001217099	f	3973	52
pp339	Xanthomonas campestris	UP000598320	f	4129	51
pp339	Xanthomonas campestris	UP001430522	f	4165	49
pp339	Xanthomonas campestris	UP001302119	f	4014	49
pp339	Xanthomonas campestris	UP001149221	f	4094	48
pp339	Xanthomonas campestris	UP001198156	f	4002	46
pp339	Xanthomonas campestris	UP001230298	f	4233	44
pp339	Xanthomonas campestris	UP001430786	f	4214	43
pp339	Xanthomonas campestris	UP001229189	f	4113	43
pp339	Xanthomonas campestris	UP001301870	f	3931	41
pp339	Xanthomonas campestris	UP001438480	f	4370	40
pp339	Xanthomonas campestris	UP001435860	f	4107	39
pp339	Xanthomonas campestris	UP001214056	f	3924	39
pp339	Xanthomonas campestris	UP001304763	f	4056	38
pp339	Xanthomonas campestris	UP001303580	f	4023	37
pp339	Xanthomonas campestris	UP001228817	f	3856	37
pp339	Xanthomonas campestris	UP001220730	f	4009	36
pp339	Xanthomonas campestris	UP001302787	f	4031	35
pp339	Xanthomonas campestris	UP001301374	f	4057	35
pp339	Xanthomonas campestris	UP001215613	f	4043	34
pp339	Xanthomonas campestris	UP001214497	f	4019	34
pp339	Xanthomonas campestris	UP001176090	f	4058	34
pp339	Xanthomonas campestris	UP001176023	f	4005	34
pp339	Xanthomonas campestris	UP001302416	f	3800	33
pp339	Xanthomonas campestris	UP001235856	f	4099	32
pp339	Xanthomonas campestris	UP001213944	f	4100	31
pp339	Xanthomonas campestris	UP001163720	f	4083	31
pp339	Xanthomonas campestris	UP001304334	f	4054	30
pp339	Xanthomonas campestris	UP001304164	f	4042	30
pp339	Xanthomonas campestris	UP001303496	f	4098	30
pp339	Xanthomonas campestris	UP001219094	f	4032	30
pp339	Xanthomonas campestris	UP001218289	f	4058	30
pp339	Xanthomonas campestris	UP001430519	f	4092	29
pp339	Xanthomonas campestris	UP001302017	f	3939	28
pp339	Xanthomonas campestris	UP001235888	f	3978	28
pp339	Xanthomonas campestris	UP001220295	f	4047	28
pp339	Xanthomonas campestris	UP001304352	f	4061	27
pp339	Xanthomonas campestris	UP001230101	f	4132	27
pp339	Xanthomonas campestris	UP001430444	f	4132	26
pp339	Xanthomonas campestris	UP001304306	f	4076	26
pp339	Xanthomonas campestris	UP001227558	f	4110	26
pp339	Xanthomonas campestris	UP001220726	f	4002	26
pp339	Xanthomonas campestris	UP001176063	f	4039	26
pp339	Xanthomonas campestris	UP001430381	f	4145	25
pp339	Xanthomonas campestris	UP001214182	f	4113	25
pp339	Xanthomonas campestris	UP001302603	f	3935	23
pp339	Xanthomonas campestris	UP001225212	f	4248	23
pp339	Xanthomonas campestris	UP001430976	f	4240	22
pp339	Xanthomonas campestris	UP001303229	f	4070	22
pp339	Xanthomonas campestris	UP001215266	f	3981	22
pp339	Xanthomonas campestris	UP001213946	f	4022	22
pp339	Xanthomonas campestris	UP001176111	f	4118	20
pp339	Xanthomonas campestris	UP001436478	f	4180	19
pp339	Xanthomonas campestris	UP001430413	f	4125	19
pp339	Xanthomonas campestris	UP001302926	f	4154	19
pp339	Xanthomonas campestris	UP001301990	f	4012	19
pp339	Xanthomonas campestris	UP001301772	f	3948	19
pp339	Xanthomonas campestris	UP001223116	f	4214	19
pp339	Xanthomonas campestris	UP001220071	f	4074	19
pp339	Xanthomonas campestris	UP001430382	f	4199	18
pp339	Xanthomonas campestris	UP001303031	f	4101	18
pp339	Xanthomonas campestris	UP001228831	f	4151	18
pp339	Xanthomonas campestris	UP000305638	f	4227	18
pp339	Xanthomonas campestris	UP001302749	f	3976	17
pp339	Xanthomonas campestris	UP001302037	f	3973	17
pp339	Xanthomonas campestris	UP001219407	f	3982	17
pp339	Xanthomonas campestris	UP001214717	f	4006	17
pp339	Xanthomonas campestris	UP001304834	f	4007	16
pp339	Xanthomonas campestris	UP001293552	f	4103	16
pp339	Xanthomonas campestris	UP001443608	f	4379	15
pp339	Xanthomonas campestris	UP001303317	f	4061	15
pp339	Xanthomonas campestris	UP001289835	f	4051	15
pp339	Xanthomonas campestris	UP001233150	f	4123	15
pp339	Xanthomonas campestris	UP001221648	f	4039	15
pp339	Xanthomonas campestris	UP001176082	f	4223	15
pp339	Xanthomonas campestris	UP001449276	f	4138	14
pp339	Xanthomonas campestris	UP001430449	f	4081	14
pp339	Xanthomonas campestris	UP001305140	f	3990	14
pp339	Xanthomonas campestris	UP001302044	f	3973	14
pp339	Xanthomonas campestris	UP001291188	f	4105	14
pp339	Xanthomonas campestris	UP001289081	f	4015	14
pp339	Xanthomonas campestris	UP001233102	f	4076	14
pp339	Xanthomonas campestris	UP001216366	f	4089	14
pp339	Xanthomonas campestris	UP001215390	f	4229	14
pp339	Xanthomonas campestris	UP000037608	f	3909	13
pp339	Xanthomonas campestris	UP001320711	f	4060	13
pp339	Xanthomonas campestris	UP001303729	f	4063	13
pp339	Xanthomonas campestris	UP001292572	f	4126	13
pp339	Xanthomonas campestris	UP001289251	f	4068	13
pp339	Xanthomonas campestris	UP001288714	f	3999	13
pp339	Xanthomonas campestris	UP001223355	f	4117	13
pp339	Xanthomonas campestris	UP001216395	f	3977	13
pp339	Xanthomonas campestris	UP001571001	f	4239	12
pp339	Xanthomonas campestris	UP001303858	f	4008	12
pp339	Xanthomonas campestris	UP001221707	f	3963	12
pp339	Xanthomonas campestris	UP001220584	f	4013	12
pp339	Xanthomonas campestris	UP001301681	f	3976	11
pp339	Xanthomonas campestris	UP001290957	f	4071	11
pp339	Xanthomonas campestris	UP001290901	f	4073	11
pp339	Xanthomonas campestris	UP001236900	f	4179	11
pp339	Xanthomonas campestris	UP001223525	f	4184	11
pp339	Xanthomonas campestris	UP001176068	f	4187	11
pp339	Xanthomonas campestris	UP001162822	f	4091	11
pp339	Xanthomonas campestris	UP000056967	f	3976	11
pp339	Xanthomonas campestris	UP001704072	f	4224	10
pp339	Xanthomonas campestris	UP001430937	f	3777	10
pp339	Xanthomonas campestris	UP001304952	f	3994	10
pp339	Xanthomonas campestris	UP001304844	f	3998	10
pp339	Xanthomonas campestris	UP001294094	f	4104	10
pp339	Xanthomonas campestris	UP001218250	f	4203	10
pp339	Xanthomonas campestris	UP001217722	f	4028	10
pp339	Xanthomonas campestris	UP001176113	f	4021	10
pp339	Xanthomonas campestris	UP001176061	f	4176	10
pp339	Xanthomonas campestris	UP000259731	f	4114	10
pp339	Xanthomonas campestris	UP001472148	f	4133	9
pp339	Xanthomonas campestris	UP001430589	f	4183	9
pp339	Xanthomonas campestris	UP001430566	f	4088	9
pp339	Xanthomonas campestris	UP001301738	f	4024	9
pp339	Xanthomonas campestris	UP001288531	f	4218	9
pp339	Xanthomonas campestris	UP001280894	f	4066	9
pp339	Xanthomonas campestris	UP001240844	f	4071	9
pp339	Xanthomonas campestris	UP001214414	f	4094	9
pp339	Xanthomonas campestris	UP001704140	f	4156	8
pp339	Xanthomonas campestris	UP001675366	f	3949	8
pp339	Xanthomonas campestris	UP001304649	f	4024	8
pp339	Xanthomonas campestris	UP001302965	f	3954	8
pp339	Xanthomonas campestris	UP001302035	f	4054	8
pp339	Xanthomonas campestris	UP001293333	f	4184	8
pp339	Xanthomonas campestris	UP001217837	f	4085	8
pp339	Xanthomonas campestris	UP001704163	f	4154	7
pp339	Xanthomonas campestris	UP001704101	f	4196	7
pp339	Xanthomonas campestris	UP001675421	f	3988	7
pp339	Xanthomonas campestris	UP001675293	f	4123	7
pp339	Xanthomonas campestris	UP001570926	f	3955	7
pp339	Xanthomonas campestris	UP001431160	f	2980	7
pp339	Xanthomonas campestris	UP001292016	f	4131	7
pp339	Xanthomonas campestris	UP001290758	f	4131	7
pp339	Xanthomonas campestris	UP001288673	f	4148	7
pp339	Xanthomonas campestris	UP001176084	f	4043	7
pp339	Xanthomonas campestris	UP001176065	f	4073	7
pp339	Xanthomonas campestris	UP001703999	f	4185	6
pp339	Xanthomonas campestris	UP001675369	f	4188	6
pp339	Xanthomonas campestris	UP001485254	f	4057	6
pp339	Xanthomonas campestris	UP001430734	f	4050	6
pp339	Xanthomonas campestris	UP001337078	f	4128	6
pp339	Xanthomonas campestris	UP001305826	f	4019	6
pp339	Xanthomonas campestris	UP001305760	f	4050	6
pp339	Xanthomonas campestris	UP001303198	f	4072	6
pp339	Xanthomonas campestris	UP001289358	f	4145	6
pp339	Xanthomonas campestris	UP001220714	f	4048	6
pp339	Xanthomonas campestris	UP001219745	f	4056	6
pp339	Xanthomonas campestris	UP000831468	f	4020	6
pp339	Xanthomonas campestris	UP001704097	f	4100	5
pp339	Xanthomonas campestris	UP001704102	f	4235	5
pp339	Xanthomonas campestris	UP001704091	f	4290	5
pp339	Xanthomonas campestris	UP001675316	f	3953	5
pp339	Xanthomonas campestris	UP001626564	f	4055	5
pp339	Xanthomonas campestris	UP001570907	f	3973	5
pp339	Xanthomonas campestris	UP001570775	f	4059	5
pp339	Xanthomonas campestris	UP001443512	f	4177	5
pp339	Xanthomonas campestris	UP001431016	f	4068	5
pp339	Xanthomonas campestris	UP001430675	f	4048	5
pp339	Xanthomonas campestris	UP001430620	f	4068	5
pp339	Xanthomonas campestris	UP001302092	f	4162	5
pp339	Xanthomonas campestris	UP001302015	f	3972	5
pp339	Xanthomonas campestris	UP001292210	f	4184	5
pp339	Xanthomonas campestris	UP000037213	f	3948	4
pp339	Xanthomonas campestris	UP001704168	f	4097	4
pp339	Xanthomonas campestris	UP001704098	f	4039	4
pp339	Xanthomonas campestris	UP001704182	f	4165	4
pp339	Xanthomonas campestris	UP001626608	f	4025	4
pp339	Xanthomonas campestris	UP001447645	f	4076	4
pp339	Xanthomonas campestris	UP001443966	f	4343	4
pp339	Xanthomonas campestris	UP001430689	f	4007	4
pp339	Xanthomonas campestris	UP001305539	f	3306	4
pp339	Xanthomonas campestris	UP001305192	f	3928	4
pp339	Xanthomonas campestris	UP001304889	f	3996	4
pp339	Xanthomonas campestris	UP001304040	f	4013	4
pp339	Xanthomonas campestris	UP001302105	f	3996	4
pp339	Xanthomonas campestris	UP001301788	f	3974	4
pp339	Xanthomonas campestris	UP001226212	f	4073	4
pp339	Xanthomonas campestris	UP001704169	f	4061	3
pp339	Xanthomonas campestris	UP001704183	f	4277	3
pp339	Xanthomonas campestris	UP001675277	f	4028	3
pp339	Xanthomonas campestris	UP001675278	f	4010	3
pp339	Xanthomonas campestris	UP001675363	f	4015	3
pp339	Xanthomonas campestris	UP001675321	f	4010	3
pp339	Xanthomonas campestris	UP001675340	f	3985	3
pp339	Xanthomonas campestris	UP001675216	f	4143	3
pp339	Xanthomonas campestris	UP001675322	f	4024	3
pp339	Xanthomonas campestris	UP001570927	f	3994	3
pp339	Xanthomonas campestris	UP001449823	f	4047	3
pp339	Xanthomonas campestris	UP001448964	f	4034	3
pp339	Xanthomonas campestris	UP001440610	f	4020	3
pp339	Xanthomonas campestris	UP001430913	f	4062	3
pp339	Xanthomonas campestris	UP001430476	f	4171	3
pp339	Xanthomonas campestris	UP001305836	f	3977	3
pp339	Xanthomonas campestris	UP001305657	f	4077	3
pp339	Xanthomonas campestris	UP001304624	f	3967	3
pp339	Xanthomonas campestris	UP001304060	f	4012	3
pp339	Xanthomonas campestris	UP001303247	f	4067	3
pp339	Xanthomonas campestris	UP001293992	f	4036	3
pp339	Xanthomonas campestris	UP001293745	f	4083	3
pp339	Xanthomonas campestris	UP001292940	f	4119	3
pp339	Xanthomonas campestris	UP001290117	f	4176	3
pp339	Xanthomonas campestris	UP001289148	f	4064	3
pp339	Xanthomonas campestris	UP001288811	f	4188	3
pp339	Xanthomonas campestris	UP001241211	f	4161	3
pp339	Xanthomonas campestris	UP001224941	f	4215	3
pp339	Xanthomonas campestris	UP001220856	f	3955	3
pp339	Xanthomonas campestris	UP001704170	f	4050	2
pp339	Xanthomonas campestris	UP001675384	f	3992	2
pp339	Xanthomonas campestris	UP001675407	f	4048	2
pp339	Xanthomonas campestris	UP001675385	f	4125	2
pp339	Xanthomonas campestris	UP001675348	f	3977	2
pp339	Xanthomonas campestris	UP001675219	f	4089	2
pp339	Xanthomonas campestris	UP001675217	f	4012	2
pp339	Xanthomonas campestris	UP001648543	f	4062	2
pp339	Xanthomonas campestris	UP001626565	f	4181	2
pp339	Xanthomonas campestris	UP001492096	f	3996	2
pp339	Xanthomonas campestris	UP001488364	f	4057	2
pp339	Xanthomonas campestris	UP001479575	f	4140	2
pp339	Xanthomonas campestris	UP001455345	f	3964	2
pp339	Xanthomonas campestris	UP001448671	f	4394	2
pp339	Xanthomonas campestris	UP001444404	f	4108	2
pp339	Xanthomonas campestris	UP001441518	f	4057	2
pp339	Xanthomonas campestris	UP001438063	f	3963	2
pp339	Xanthomonas campestris	UP001431107	f	4041	2
pp339	Xanthomonas campestris	UP001430846	f	4020	2
pp339	Xanthomonas campestris	UP001430729	f	4031	2
pp339	Xanthomonas campestris	UP001430641	f	4217	2
pp339	Xanthomonas campestris	UP001303962	f	3984	2
pp339	Xanthomonas campestris	UP001303615	f	3908	2
pp339	Xanthomonas campestris	UP001302827	f	3993	2
pp339	Xanthomonas campestris	UP001302040	f	4075	2
pp339	Xanthomonas campestris	UP001292135	f	4170	2
pp339	Xanthomonas campestris	UP001290601	f	4028	2
pp339	Xanthomonas campestris	UP001289637	f	4215	2
pp339	Xanthomonas campestris	UP001289209	f	4216	2
pp339	Xanthomonas campestris	UP001281685	f	4055	2
pp339	Xanthomonas campestris	UP001242573	f	4143	2
pp339	Xanthomonas campestris	UP001232680	f	4167	2
pp339	Xanthomonas campestris	UP001223344	f	4163	2
pp339	Xanthomonas campestris	UP001221499	f	4123	2
pp339	Xanthomonas campestris	UP001220811	f	4098	2
pp339	Xanthomonas campestris	UP001216402	f	4055	2
pp339	Xanthomonas campestris	UP001215349	f	3982	2
pp339	Xanthomonas campestris	UP001176086	f	4161	2
pp339	Xanthomonas campestris	UP001176071	f	4114	2
pp339	Xanthomonas campestris	UP001141438	f	4193	2
pp339	Xanthomonas campestris	UP001704124	f	4060	1
pp339	Xanthomonas campestris	UP001704123	f	4233	1
pp339	Xanthomonas campestris	UP001704096	f	4187	1
pp339	Xanthomonas campestris	UP001704095	f	4260	1
pp339	Xanthomonas campestris	UP001704039	f	4127	1
pp339	Xanthomonas campestris	UP001675332	f	3970	1
pp339	Xanthomonas campestris	UP001675336	f	3908	1
pp339	Xanthomonas campestris	UP001675442	f	4042	1
pp339	Xanthomonas campestris	UP001675441	f	4152	1
pp339	Xanthomonas campestris	UP001675315	f	3957	1
pp339	Xanthomonas campestris	UP001675279	f	3940	1
pp339	Xanthomonas campestris	UP001675335	f	3998	1
pp339	Xanthomonas campestris	UP001675258	f	4131	1
pp339	Xanthomonas campestris	UP001675255	f	4030	1
pp339	Xanthomonas campestris	UP001675312	f	4003	1
pp339	Xanthomonas campestris	UP001675218	f	4045	1
pp339	Xanthomonas campestris	UP001624477	f	4088	1
pp339	Xanthomonas campestris	UP001570912	f	4167	1
pp339	Xanthomonas campestris	UP001471305	f	3970	1
pp339	Xanthomonas campestris	UP001470497	f	4378	1
pp339	Xanthomonas campestris	UP001454431	f	4063	1
pp339	Xanthomonas campestris	UP001452881	f	3998	1
pp339	Xanthomonas campestris	UP001452691	f	4063	1
pp339	Xanthomonas campestris	UP001446828	f	3939	1
pp339	Xanthomonas campestris	UP001443128	f	4069	1
pp339	Xanthomonas campestris	UP001441744	f	4119	1
pp339	Xanthomonas campestris	UP001440810	f	4031	1
pp339	Xanthomonas campestris	UP001430719	f	4165	1
pp339	Xanthomonas campestris	UP001430648	f	4025	1
pp339	Xanthomonas campestris	UP001430366	f	3976	1
pp339	Xanthomonas campestris	UP001430275	f	4076	1
pp339	Xanthomonas campestris	UP001321456	f	4046	1
pp339	Xanthomonas campestris	UP001321442	f	4086	1
pp339	Xanthomonas campestris	UP001321397	f	4126	1
pp339	Xanthomonas campestris	UP001305575	f	4042	1
pp339	Xanthomonas campestris	UP001305475	f	4033	1
pp339	Xanthomonas campestris	UP001305390	f	4034	1
pp339	Xanthomonas campestris	UP001305067	f	4169	1
pp339	Xanthomonas campestris	UP001304884	f	4019	1
pp339	Xanthomonas campestris	UP001304610	f	4064	1
pp339	Xanthomonas campestris	UP001304533	f	4035	1
pp339	Xanthomonas campestris	UP001303851	f	4073	1
pp339	Xanthomonas campestris	UP001303630	f	4025	1
pp339	Xanthomonas campestris	UP001303427	f	4066	1
pp339	Xanthomonas campestris	UP001303219	f	4015	1
pp339	Xanthomonas campestris	UP001303091	f	4160	1
pp339	Xanthomonas campestris	UP001302297	f	4017	1
pp339	Xanthomonas campestris	UP001302075	f	4119	1
pp339	Xanthomonas campestris	UP001294055	f	4011	1
pp339	Xanthomonas campestris	UP001293544	f	4172	1
pp339	Xanthomonas campestris	UP001292838	f	4012	1
pp339	Xanthomonas campestris	UP001292902	f	4208	1
pp339	Xanthomonas campestris	UP001290794	f	4183	1
pp339	Xanthomonas campestris	UP001290714	f	4186	1
pp339	Xanthomonas campestris	UP001290221	f	4177	1
pp339	Xanthomonas campestris	UP001289286	f	4220	1
pp339	Xanthomonas campestris	UP001244726	f	4083	1
pp339	Xanthomonas campestris	UP001239592	f	4155	1
pp339	Xanthomonas campestris	UP001239226	f	4143	1
pp339	Xanthomonas campestris	UP001238420	f	4208	1
pp339	Xanthomonas campestris	UP001226151	f	4206	1
pp339	Xanthomonas campestris	UP001225486	f	4171	1
pp339	Xanthomonas campestris	UP001220945	f	4093	1
pp339	Xanthomonas campestris	UP001219530	f	4037	1
pp339	Xanthomonas campestris	UP001218693	f	3976	1
pp339	Xanthomonas campestris	UP001216494	f	3985	1
pp339	Xanthomonas campestris	UP000258558	f	4122	1
pp339	Xanthomonas campestris	UP001305581	f	4052	0
pp339	Xanthomonas campestris	UP001462826	f	4059	0
pp339	Xanthomonas campestris	UP001484009	f	4121	0
pp339	Xanthomonas campestris	UP001480326	f	4153	0
pp339	Xanthomonas campestris	UP001488469	f	4129	0
pp339	Xanthomonas campestris	UP001449354	f	4139	0
pp339	Xanthomonas campestris	UP001442908	f	4024	0
pp339	Xanthomonas campestris	UP001458607	f	4063	0
pp339	Xanthomonas campestris	UP001496928	f	4063	0
pp339	Xanthomonas campestris	UP001471978	f	4127	0
pp339	Xanthomonas campestris	UP001479412	f	4061	0
pp339	Xanthomonas campestris	UP001305601	f	4070	0
pp339	Xanthomonas campestris	UP001441879	f	4060	0
pp339	Xanthomonas campestris	UP001465386	f	4066	0
pp339	Xanthomonas campestris	UP001447563	f	4064	0
pp339	Xanthomonas campestris	UP001491686	f	4062	0
pp339	Xanthomonas campestris	UP001495139	f	4075	0
pp339	Xanthomonas campestris	UP001441474	f	4069	0
pp339	Xanthomonas campestris	UP001305176	f	4067	0
pp339	Xanthomonas campestris	UP001460775	f	4034	0
pp339	Xanthomonas campestris	UP001469120	f	4134	0
pp339	Xanthomonas campestris	UP001491265	f	4080	0
pp339	Xanthomonas campestris	UP001449131	f	4069	0
pp339	Xanthomonas campestris	UP001475984	f	4065	0
pp339	Xanthomonas campestris	UP001495296	f	4124	0
pp339	Xanthomonas campestris	UP001304815	f	4110	0
pp339	Xanthomonas campestris	UP001321395	f	3974	0
pp339	Xanthomonas campestris	UP001304583	f	4030	0
pp339	Xanthomonas campestris	UP001474441	f	4078	0
pp339	Xanthomonas campestris	UP001303011	f	4059	0
pp339	Xanthomonas campestris	UP001460691	f	4028	0
pp339	Xanthomonas campestris	UP001443405	f	4061	0
pp339	Xanthomonas campestris	UP001431051	f	4043	0
pp339	Xanthomonas campestris	UP001489031	f	4020	0
pp339	Xanthomonas campestris	UP001439742	f	4066	0
pp339	Xanthomonas campestris	UP001452931	f	4142	0
pp339	Xanthomonas campestris	UP001450351	f	4070	0
pp339	Xanthomonas campestris	UP001305883	f	4101	0
pp339	Xanthomonas campestris	UP001442842	f	4156	0
pp339	Xanthomonas campestris	UP001304989	f	4066	0
pp339	Xanthomonas campestris	UP001302847	f	3997	0
pp339	Xanthomonas campestris	UP001475247	f	4127	0
pp339	Xanthomonas campestris	UP001454697	f	4136	0
pp339	Xanthomonas campestris	UP001430642	f	4060	0
pp339	Xanthomonas campestris	UP001704085	f	4065	0
pp339	Xanthomonas campestris	UP001675341	f	4096	0
pp339	Xanthomonas campestris	UP001675338	f	3990	0
pp339	Xanthomonas campestris	UP001675342	f	4068	0
pp339	Xanthomonas campestris	UP001675325	f	3975	0
pp339	Xanthomonas campestris	UP001675350	f	4105	0
pp339	Xanthomonas campestris	UP001675408	f	3999	0
pp339	Xanthomonas campestris	UP001675362	f	4048	0
pp339	Xanthomonas campestris	UP001675307	f	4104	0
pp339	Xanthomonas campestris	UP001675406	f	3992	0
pp339	Xanthomonas campestris	UP001675310	f	4144	0
pp339	Xanthomonas campestris	UP001675347	f	4162	0
pp339	Xanthomonas campestris	UP001675352	f	4102	0
pp339	Xanthomonas campestris	UP001675364	f	4032	0
pp339	Xanthomonas campestris	UP001704125	f	4052	0
pp339	Xanthomonas campestris	UP001675382	f	4115	0
pp339	Xanthomonas campestris	UP001675360	f	4071	0
pp339	Xanthomonas campestris	UP001675239	f	4146	0
pp339	Xanthomonas campestris	UP001675238	f	4124	0
pp339	Xanthomonas campestris	UP001478118	f	4102	0
pp339	Xanthomonas campestris	UP001293308	f	4175	0
